molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Fluocortolone",0,0,0,0,0,4,2,-1,376.467,0.000,598.946,337.162,149.632,78.647,33.504,1131.554,2.000,7.400,0.0000000,0.0174727,0.8767876,37.313,10.650,20.273,12.061,2.433,-4.131,-4.827,-3.901,377.517,-0.893,263.394,-3.616,0.000,0.000,4,0.142,3,66.996,33.504,0.000,90.203,4,0,17,0,17,12,27
"Flurbiprofen",0,0,0,0,0,5,3,0,330.355,0.000,642.641,247.907,87.781,274.486,32.468,1113.735,0.000,4.000,0.0000000,0.0000000,0.8085698,37.829,10.888,14.965,6.578,4.451,-5.628,-5.276,-5.939,1457.039,-0.553,1119.181,-1.690,0.000,0.000,1,0.569,3,94.368,32.468,0.000,67.784,4,0,12,0,12,0,24
"Indoprofen",0,0,0,1,0,2,0,-1,281.310,0.000,539.667,139.106,140.709,259.852,0.000,922.287,1.000,5.000,0.0000000,0.0092650,0.8490821,31.953,9.793,15.553,9.691,2.834,-4.025,-3.716,-3.406,116.185,-0.858,61.423,-3.005,0.000,0.000,2,-0.071,3,70.828,0.000,0.000,78.686,4,0,15,0,15,1,21
"Isofezolac",1,0,0,1,0,2,0,-1,354.407,0.000,629.270,26.526,86.824,515.919,0.000,1126.254,1.000,3.000,0.0000000,0.0047674,0.8319278,42.562,13.150,17.948,9.312,5.612,-6.320,-6.259,-4.904,376.831,-0.393,219.105,-1.110,0.000,0.000,1,0.861,2,100.000,0.000,0.000,61.515,4,1,23,0,23,0,27
"Isonixin",0,0,0,0,0,2,0,0,242.277,0.000,482.976,135.405,90.999,256.572,0.000,817.067,0.000,3.000,0.0000000,0.0000000,0.8751413,27.711,8.275,11.294,5.759,2.835,-3.473,-3.586,-4.776,1358.163,-0.349,688.740,-2.101,0.000,0.000,3,0.103,3,92.450,0.000,0.000,69.982,4,0,12,0,12,0,18
"Ketorolac",0,0,0,1,0,3,0,-1,255.273,0.000,502.301,105.851,132.142,264.308,0.000,844.835,1.000,4.000,0.0000000,0.0079634,0.8604307,28.254,9.043,13.615,8.367,2.823,-3.547,-3.506,-3.243,140.088,-0.807,75.188,-2.736,0.000,0.000,1,-0.127,3,73.171,0.000,0.000,78.117,4,0,14,0,14,3,19
"Lonazolac",0,0,0,1,0,2,0,-1,312.755,0.000,574.240,35.438,106.188,360.985,71.630,975.236,1.000,3.000,0.0000000,0.0052243,0.8282180,35.038,11.227,15.488,8.282,4.605,-5.636,-5.257,-4.226,246.902,-0.413,342.425,-2.013,0.000,0.000,1,0.442,3,85.583,0.000,0.000,64.070,4,0,17,0,17,0,22
"Mofebutazone",0,0,0,0,0,3,1,0,232.282,0.000,520.495,200.902,111.714,207.879,0.000,846.153,1.000,5.000,0.0000000,0.0096062,0.8312176,27.768,8.377,13.208,8.873,1.977,-3.533,-2.603,-5.254,864.002,-0.695,422.406,-2.558,0.000,0.000,1,-0.159,3,84.362,0.000,0.000,69.148,4,0,11,0,11,1,17
"Niflumic",0,0,0,1,0,3,0,-1,282.222,0.000,493.813,0.758,107.119,268.802,117.135,818.358,1.000,2.500,0.0000000,0.0050626,0.8568365,27.237,7.851,12.674,6.771,3.877,-4.393,-4.727,-3.323,241.931,-0.303,594.694,-2.259,0.000,0.000,3,0.071,3,79.472,117.135,0.000,65.903,4,0,12,0,12,0,20
"Oxaprozin",0,0,0,1,0,3,0,-1,293.321,0.000,572.047,76.978,120.902,374.168,0.000,975.652,1.000,4.000,0.0000000,0.0069924,0.8316292,34.539,10.932,15.667,9.206,3.840,-4.772,-4.393,-4.233,179.057,-0.783,98.030,-2.142,0.000,0.000,2,0.210,3,82.889,0.000,0.000,72.307,4,0,17,0,17,0,22
"Oxolamine",0,1,0,0,0,5,0,1,245.324,0.000,558.764,283.328,57.826,217.610,0.000,929.961,0.000,5.000,0.0000000,0.0000000,0.8246059,29.931,8.678,11.880,6.759,2.255,-2.154,-1.469,-6.134,698.932,0.094,371.606,-3.401,0.000,0.000,2,-0.232,3,100.000,0.000,0.000,42.671,4,0,11,0,11,0,18
"Perisoxal",0,1,0,0,0,4,0,1,272.346,0.000,568.660,256.411,75.116,237.133,0.000,959.977,1.000,5.200,0.0000000,0.0091443,0.8275979,31.960,9.476,14.256,8.916,2.362,-2.912,-2.224,-6.179,479.149,-0.010,247.091,-3.747,0.000,0.000,2,0.056,3,95.025,0.000,0.000,48.696,4,0,17,0,17,5,20
"Phenylbutazone",0,0,0,0,0,3,1,0,308.379,0.000,605.444,203.264,64.986,337.193,0.000,1055.046,0.000,5.000,0.0000000,0.0000000,0.8278257,37.363,10.822,15.089,8.175,3.688,-4.584,-4.239,-5.926,2396.824,-0.250,1272.599,-1.241,0.000,0.000,1,0.216,3,100.000,0.000,0.000,55.457,4,0,17,0,17,1,23
"Pranoprofen",0,0,0,1,0,2,0,-1,255.273,0.000,479.705,115.234,118.573,245.898,0.000,818.081,1.000,3.500,0.0000000,0.0072962,0.8818373,27.650,8.673,13.137,7.824,2.935,-3.477,-3.699,-2.809,188.395,-0.574,103.568,-2.647,0.000,0.000,3,-0.058,3,75.256,0.000,0.000,68.656,4,0,14,0,14,1,19
"Protizinic",0,0,0,1,0,3,0,-1,315.386,0.000,564.663,246.252,95.150,185.671,37.590,979.739,1.000,3.250,0.0000000,0.0057556,0.8448564,32.902,9.764,14.385,7.005,4.278,-5.065,-5.219,-3.120,314.191,-0.414,289.221,-2.331,0.000,0.000,5,0.369,3,77.038,0.000,0.000,59.291,4,0,14,0,14,0,22
"Rofecoxib",0,0,0,0,0,1,0,-1,314.355,0.000,541.566,130.576,138.247,271.572,1.171,948.990,0.000,7.000,0.0000000,0.0000000,0.8623598,33.776,9.954,16.201,10.485,1.443,-2.657,-3.401,-5.054,484.066,-0.733,229.183,-3.015,0.000,0.000,1,-0.542,3,82.054,0.000,0.000,76.823,4,0,17,0,17,1,22
"Tinoridine",0,1,0,0,0,5,0,1,316.417,0.000,607.345,243.521,106.163,213.164,44.496,1049.294,1.000,4.000,0.0000000,0.0065860,0.8222319,34.664,10.714,15.340,7.670,3.343,-4.049,-3.732,-6.151,243.249,-0.277,208.150,-4.308,0.000,0.000,4,0.483,3,86.034,0.000,0.000,64.453,4,0,15,0,15,3,22
"Tolmetin",0,0,0,1,0,4,0,-1,257.288,0.000,524.243,186.755,131.410,206.078,0.000,884.740,1.000,4.000,0.0000000,0.0076301,0.8501777,28.653,8.979,13.553,7.799,3.005,-3.767,-3.553,-3.132,142.344,-0.890,76.498,-2.831,0.000,0.000,2,-0.068,3,69.628,0.000,0.000,77.536,4,0,11,0,11,0,19
"Zomepirac",0,0,0,1,0,4,0,-1,291.733,0.000,521.539,154.116,127.812,168.010,71.602,907.925,1.000,4.000,0.0000000,0.0076696,0.8694498,29.217,9.508,14.215,7.534,3.412,-4.032,-4.356,-2.638,153.977,-0.629,205.475,-2.899,0.000,0.000,2,0.001,3,68.061,0.000,0.000,77.126,4,0,11,0,11,0,20
"Mesalamine",0,0,0,1,0,3,0,-2,153.137,0.000,332.898,0.000,204.835,128.062,0.000,509.748,2.500,2.750,0.0000000,0.0130615,0.9270242,13.543,5.969,10.742,8.493,0.359,-0.899,-1.432,-1.516,28.645,-1.206,13.522,-4.555,0.000,0.000,2,-0.822,2,47.000,0.000,0.000,95.049,4,0,6,0,6,0,11
"Amodiaquine",0,1,0,0,0,7,0,1,355.866,0.000,653.157,234.871,50.695,295.978,71.613,1147.145,2.000,4.250,0.0000000,0.0092021,0.8113834,38.087,12.271,17.044,9.246,4.260,-4.439,-4.364,-6.722,816.688,0.203,1085.097,-2.802,0.000,0.000,5,0.544,3,100.000,0.000,0.000,43.138,4,0,16,0,16,0,25
"Eletriptan",0,1,0,0,0,6,0,1,382.520,0.000,641.198,234.780,92.658,313.042,0.718,1214.260,1.000,6.000,0.0000000,0.0093575,0.8584477,41.578,12.602,19.072,10.073,3.611,-3.567,-4.467,-6.042,326.684,-0.236,164.815,-3.611,0.000,0.000,3,0.504,3,95.658,0.000,0.000,54.619,4,0,20,0,20,4,27
"Frovatriptan",0,1,0,0,0,2,0,0,243.308,0.000,490.724,217.814,154.346,118.564,0.000,823.385,4.000,4.000,0.0000000,0.0163024,0.8657578,26.646,8.666,16.684,12.114,0.786,-1.900,-1.460,-4.996,84.945,-0.531,38.085,-5.817,0.000,0.000,3,-0.179,3,68.413,0.000,0.000,80.171,4,0,13,0,13,4,18
"Mercaptopurine",1,0,0,0,0,0,0,-1,152.173,0.000,315.583,0.000,117.585,123.094,74.904,476.434,2.000,4.500,0.0000000,0.0201657,0.9348013,14.088,5.449,10.312,9.504,0.123,-1.380,-1.081,-3.174,760.045,-0.150,945.963,-3.253,0.000,0.000,1,-0.697,3,77.536,0.000,0.000,64.001,4,0,9,0,9,0,10
"Estramustine",1,0,0,0,0,4,0,0,440.409,0.000,728.048,438.860,67.187,88.293,133.708,1337.319,1.000,4.700,0.0000000,0.0064556,0.8062976,45.640,12.935,19.446,7.787,5.866,-7.728,-7.613,-5.087,2284.384,-0.038,6525.138,-2.063,0.000,0.000,3,1.168,2,87.425,0.000,0.000,52.622,4,1,17,0,17,11,29
"Cyclophosphamide",0,0,0,0,0,3,1,0,261.087,0.000,465.509,270.517,49.325,0.000,145.667,770.874,1.000,8.500,0.0000000,0.0182596,0.8734266,22.770,6.949,12.808,10.401,0.909,-2.158,-1.893,-3.580,3374.075,0.309,10000.000,-2.141,0.000,0.000,1,-0.938,3,86.078,0.000,0.000,44.182,4,0,6,0,6,4,14
"Dutasteride",2,0,0,0,0,2,0,0,528.537,0.000,752.819,301.551,96.527,146.734,208.006,1427.430,2.000,5.000,0.0000000,0.0093928,0.8144129,51.089,12.281,23.965,10.672,6.287,-8.582,-9.385,-5.235,1203.736,-0.017,8333.990,-2.590,0.000,0.000,2,1.377,2,84.106,208.006,0.000,69.816,4,2,23,0,23,13,37
"Finasteride",0,0,0,0,1,2,0,0,372.550,0.000,665.103,510.842,96.159,58.102,0.000,1245.530,2.000,5.000,0.0000000,0.0106315,0.8417415,42.963,11.323,19.972,10.718,3.635,-5.718,-5.029,-2.995,962.515,-0.462,609.776,-2.895,0.000,0.000,1,0.581,3,78.534,0.000,12.640,69.650,4,0,17,0,17,13,27
"Hydroxyurea",9,0,0,0,1,1,1,-2,76.055,0.000,216.003,0.000,216.003,0.000,0.000,283.088,4.000,3.700,0.0000000,0.0342588,0.9652780,4.533,3.284,9.991,14.144,-2.460,1.382,0.213,-0.719,40.580,-1.042,36.039,-5.404,0.000,0.000,0,-1.167,2,46.023,0.000,42.617,92.776,4,0,0,0,0,0,5
"Lonidamine",0,0,0,1,0,3,0,-1,321.162,0.000,532.058,33.917,120.915,245.211,132.015,908.840,1.000,3.000,0.0000000,0.0056385,0.8528344,30.633,10.363,14.436,7.294,4.183,-4.978,-5.459,-3.275,179.003,-0.402,518.078,-2.596,0.000,0.000,1,0.225,3,74.649,0.000,0.000,65.874,4,0,15,0,15,0,21
"Melphalan",0,1,0,1,0,7,0,-1,305.203,0.000,560.751,174.258,142.617,98.919,144.959,950.817,3.000,4.000,0.0000000,0.0123552,0.8339230,28.348,10.379,16.217,9.552,0.995,-3.717,-3.053,-3.610,27.795,-0.471,90.129,-5.190,0.000,0.000,5,-0.169,2,60.091,0.000,0.000,74.048,4,0,6,0,6,0,19
"Mitobronitol",0,0,0,0,0,9,2,-1,307.966,0.000,416.334,131.214,134.466,0.000,150.653,669.028,4.000,6.800,0.0000000,0.0326661,0.8885594,14.842,7.320,13.750,12.259,0.242,-1.397,-3.197,-3.335,525.720,-0.745,1651.183,-3.134,0.000,0.000,4,-0.963,3,65.617,0.000,0.000,78.712,4,0,0,0,0,0,12
"Pipobroman",0,0,0,0,2,4,2,1,356.057,0.000,519.503,288.247,73.263,0.000,157.993,869.466,0.000,6.000,0.0000000,0.0000000,0.8480319,26.074,7.839,11.941,10.396,0.890,-1.238,-3.640,-1.242,771.790,0.031,7679.643,-2.486,0.000,0.000,2,-1.276,3,80.325,0.000,51.966,57.386,4,0,6,0,6,4,16
"Procarbazine",0,2,0,0,0,5,1,1,221.302,0.000,530.511,316.381,78.162,135.968,0.000,866.650,3.000,4.500,0.0000000,0.0146919,0.8286408,26.617,8.290,14.077,10.176,1.074,-0.925,0.138,-6.406,111.813,0.300,56.708,-6.126,0.000,0.000,1,-0.199,3,87.832,0.000,0.000,64.738,4,0,6,0,6,0,16
"Trofosfamide",1,0,0,0,0,4,1,2,323.586,0.000,512.577,273.758,23.581,0.000,215.237,899.677,0.000,9.000,0.0000000,0.0000000,0.8792867,27.283,8.344,13.586,9.171,1.440,-1.505,-2.644,-3.485,5919.387,0.647,10000.000,-1.570,0.000,0.000,2,-1.348,3,92.264,0.000,0.000,28.464,4,0,6,0,6,4,17
"Dexetimide",0,1,0,0,0,2,0,1,362.471,0.000,631.822,196.075,92.513,343.234,0.000,1162.663,1.000,5.000,0.0000000,0.0079136,0.8463290,42.369,12.327,18.892,10.152,3.731,-4.417,-4.411,-6.382,327.718,-0.020,163.886,-3.886,0.000,0.000,4,0.729,3,100.000,0.000,0.000,66.788,4,0,24,0,24,8,27
"Mazaticol",0,1,0,0,0,5,0,1,405.569,0.000,678.853,328.512,37.654,259.590,53.097,1239.796,1.000,4.750,0.0000000,0.0069971,0.8221602,42.731,12.434,17.814,8.434,4.800,-5.090,-5.546,-6.374,1085.747,0.420,1168.731,-2.882,0.000,0.000,2,0.853,3,100.000,0.000,0.000,47.465,4,0,19,0,19,8,27
"Pyrimethamine",0,0,0,0,0,4,0,-1,248.714,0.000,477.136,111.914,143.469,150.164,71.589,793.638,4.000,3.000,0.0000000,0.0125750,0.8688370,24.473,9.033,15.565,10.821,1.826,-3.000,-3.054,-4.370,431.900,-0.769,492.499,-3.251,0.000,0.000,1,-0.244,3,73.045,0.000,0.000,72.829,4,0,12,0,12,0,17
"Amoxapine",1,1,0,0,0,0,0,2,313.786,0.000,540.194,163.221,36.870,268.651,71.453,952.187,1.000,3.500,0.0000000,0.0064791,0.8664890,34.518,9.990,14.757,8.034,3.595,-3.959,-3.872,-5.700,1104.499,0.810,1500.740,-3.315,0.000,0.000,0,0.542,3,100.000,0.000,0.000,41.775,4,0,21,0,18,4,22
"Butaperazine",0,2,0,0,0,7,0,2,409.588,0.000,762.537,449.406,47.382,228.328,37.421,1369.670,0.000,6.500,0.0000000,0.0000000,0.7821946,46.346,13.269,18.326,8.301,4.094,-3.848,-3.593,-7.598,218.965,0.514,187.985,-5.042,0.000,0.000,7,0.558,3,100.000,0.000,0.000,40.754,4,0,20,0,20,4,29
"Clozapine",0,1,0,0,0,0,0,2,326.828,0.000,586.054,217.264,28.589,268.552,71.649,1029.640,1.000,4.000,0.0000000,0.0068253,0.8414286,37.617,10.594,15.792,8.580,3.930,-4.602,-3.979,-6.105,1323.396,0.869,1829.170,-3.163,0.000,0.000,3,0.648,3,100.000,0.000,0.000,36.096,4,0,21,0,18,4,23
"Fluanisone",0,1,0,0,0,6,0,1,356.439,0.000,688.830,300.953,42.718,298.171,46.989,1206.934,0.000,5.750,0.0000000,0.0000000,0.7958696,41.142,11.562,16.227,8.052,4.075,-4.268,-3.853,-6.983,972.093,0.266,960.171,-2.743,0.000,0.000,3,0.329,3,100.000,46.989,0.000,42.928,4,0,18,0,18,4,26
"Fluphenazine",0,2,0,0,0,7,0,2,437.522,0.000,727.495,284.776,58.218,234.081,150.421,1304.344,1.000,6.200,0.0000000,0.0085224,0.7935905,43.787,12.207,19.240,9.538,4.254,-4.284,-4.483,-7.441,172.829,0.691,605.434,-5.221,0.000,0.000,7,0.634,3,100.000,113.842,0.000,36.156,4,0,20,0,20,4,30
"Molindone",0,1,0,0,0,3,0,1,276.378,0.000,540.210,480.509,42.926,16.775,0.000,955.298,1.000,5.700,0.0000000,0.0105514,0.8683494,30.311,7.791,13.544,7.843,2.115,-2.415,-2.119,-4.468,967.675,0.402,528.208,-4.026,0.000,0.000,6,0.012,3,88.687,0.000,0.000,50.779,4,0,15,0,15,7,20
"Olanzapine",0,1,0,0,0,0,0,2,312.432,0.000,582.249,307.219,31.504,201.066,42.460,1019.163,1.000,4.000,0.0000000,0.0068699,0.8411731,36.553,9.831,15.203,8.122,3.653,-4.407,-3.637,-5.787,1241.793,0.769,1181.634,-3.454,0.000,0.000,4,0.620,3,100.000,0.000,0.000,37.380,4,0,20,0,17,4,22
"Periciazine",0,1,0,0,0,6,0,1,365.492,0.000,661.117,239.515,121.692,263.360,36.550,1172.517,1.000,5.700,0.0000000,0.0086218,0.8133915,39.433,12.310,18.112,9.698,3.330,-5.184,-5.191,-6.534,173.298,-0.536,130.520,-4.321,0.000,0.000,6,0.432,3,85.508,0.000,0.000,55.610,4,0,20,0,20,5,26
"Perphenazine",0,2,0,0,0,7,0,2,403.969,0.000,697.682,284.662,57.851,249.683,105.486,1250.588,1.000,6.200,0.0000000,0.0088866,0.8046072,41.784,13.002,18.403,9.554,3.769,-3.560,-3.684,-7.337,174.219,0.602,346.477,-5.159,0.000,0.000,7,0.493,3,100.000,0.000,0.000,35.699,4,0,20,0,20,4,27
"Pimozide",3,1,0,0,0,6,0,1,461.553,0.000,814.069,209.069,71.852,439.177,93.970,1467.972,1.000,4.000,0.0000000,0.0049136,0.7673304,52.936,15.292,21.567,9.268,6.691,-7.852,-7.220,-8.117,514.545,0.017,873.131,-2.783,0.000,0.000,2,1.583,2,100.000,93.970,0.000,47.767,4,1,27,0,27,5,34
"Piperacetazine",0,1,0,0,0,8,0,1,410.573,0.000,733.656,368.470,97.475,230.957,36.754,1334.924,1.000,6.200,0.0000000,0.0084508,0.7991784,44.338,13.470,19.585,9.538,4.269,-4.955,-5.048,-6.609,294.067,-0.447,231.749,-3.797,0.000,0.000,6,0.677,3,89.258,0.000,0.000,59.455,4,0,20,0,20,5,29
"Timiperone",0,1,0,0,0,5,0,1,397.509,0.000,720.574,211.199,74.784,329.575,105.015,1265.863,1.000,6.500,0.0000000,0.0090206,0.7853764,44.443,13.241,19.719,11.005,4.230,-5.393,-4.610,-7.303,482.636,0.110,936.555,-3.319,0.000,0.000,2,0.548,3,100.000,46.990,0.000,56.692,4,0,21,0,21,5,28
"Actarit",0,0,0,1,0,3,0,-2,193.202,0.000,436.616,136.702,161.176,138.739,0.000,691.693,2.000,4.500,0.0000000,0.0145756,0.8663119,20.926,7.039,12.594,9.510,1.226,-2.300,-1.856,-2.549,74.314,-1.049,37.892,-3.713,0.000,0.000,1,-0.604,3,58.174,0.000,0.000,89.506,4,0,6,0,6,0,14
"Hydroxychloroquine",0,1,0,0,0,10,0,1,335.876,0.000,670.633,331.209,77.651,190.145,71.628,1162.068,2.000,5.700,0.0000000,0.0120200,0.7970793,35.747,11.872,16.853,9.517,3.465,-3.804,-3.349,-6.448,453.355,-0.280,574.457,-3.383,0.000,0.000,5,0.194,3,91.415,0.000,0.000,47.611,4,0,10,0,10,0,23
"Ambucetamide",0,1,0,0,1,10,0,1,292.420,0.000,623.531,417.243,90.914,115.373,0.000,1084.583,2.000,5.250,0.0000000,0.0119074,0.8187457,31.932,10.172,15.226,10.967,2.096,-1.728,-1.888,-4.367,184.999,-0.545,170.188,-3.891,0.000,0.000,3,-0.237,3,83.452,0.000,33.102,61.224,4,0,6,0,6,0,21
"Denaverine",0,1,0,0,0,11,0,1,383.530,0.000,703.120,397.248,33.996,271.876,0.000,1329.651,0.000,4.750,0.0000000,0.0000000,0.8316886,42.592,12.701,16.297,5.744,5.213,-4.044,-5.017,-6.278,1176.022,-0.029,652.140,-2.195,0.000,0.000,4,0.740,3,100.000,0.000,0.000,38.098,4,1,12,0,12,0,28
"Difemerine",0,1,0,0,0,7,0,1,327.422,0.000,632.433,275.347,39.270,317.816,0.000,1160.051,1.000,4.750,0.0000000,0.0075107,0.8442452,38.812,11.746,16.322,8.269,4.157,-3.705,-3.686,-6.294,1048.096,0.173,575.812,-2.514,0.000,0.000,4,0.559,3,100.000,0.000,0.000,44.071,4,0,12,0,12,0,24
"Flopropione",0,0,0,0,0,5,0,-2,182.176,0.000,389.597,122.423,166.988,100.187,0.000,619.758,1.000,2.250,0.0000000,0.0057752,0.9023267,16.395,6.109,8.962,5.052,1.161,-1.784,-2.466,-3.590,258.438,-1.105,114.598,-3.764,0.000,0.000,4,-0.331,3,64.201,0.000,0.000,86.879,4,0,6,0,6,0,13
"Pipethanate",0,1,0,0,0,7,0,1,339.433,0.000,662.786,277.770,43.641,341.375,0.000,1174.133,1.000,4.750,0.0000000,0.0071667,0.8120885,39.600,12.069,16.318,8.532,4.231,-4.246,-3.969,-6.927,952.686,0.099,519.370,-2.512,0.000,0.000,4,0.585,3,100.000,0.000,0.000,50.766,4,0,18,0,18,5,25
"Pipoxolan",0,1,0,0,0,3,1,1,351.444,0.000,667.168,285.828,44.369,336.971,0.000,1185.218,0.000,5.750,0.0000000,0.0000000,0.8118247,42.570,11.921,16.925,8.921,3.788,-4.141,-3.729,-6.910,937.662,0.332,510.523,-2.925,0.000,0.000,3,0.393,3,100.000,0.000,0.000,46.370,4,0,23,0,23,7,26
"Proxazole",0,1,0,0,0,8,0,1,287.404,0.000,638.517,401.815,53.832,182.871,0.000,1094.988,0.000,5.000,0.0000000,0.0000000,0.8046349,34.277,10.030,13.098,6.026,3.318,-3.177,-2.512,-6.291,762.631,-0.074,408.344,-3.162,0.000,0.000,4,0.120,3,96.675,0.000,0.000,44.134,4,0,11,0,11,0,21
"Rociverine",1,1,0,0,0,7,1,1,339.517,0.000,606.598,564.362,42.236,0.000,0.000,1164.335,0.000,3.750,0.0000000,0.0000000,0.8823664,35.948,9.408,13.751,3.616,4.246,-3.390,-4.420,-4.162,982.370,0.178,536.884,-3.688,0.000,0.000,3,0.698,3,87.781,0.000,0.000,45.686,4,0,12,0,12,12,24
"Indobufen",0,0,0,1,0,3,0,-1,295.337,0.000,573.380,164.193,129.824,279.362,0.000,983.614,1.000,5.000,0.0000000,0.0087202,0.8342041,33.952,10.412,15.974,9.610,3.308,-4.446,-4.040,-3.740,147.358,-0.861,79.414,-2.640,0.000,0.000,2,0.041,3,74.690,0.000,0.000,77.114,4,0,15,0,15,1,22
"Ozagrel",0,0,0,1,0,5,1,-2,228.250,0.000,490.231,80.786,146.163,263.282,0.000,807.973,1.000,4.000,0.0000000,0.0081594,0.8557797,25.485,8.734,12.676,7.986,2.493,-3.013,-2.887,-3.314,103.141,-1.068,54.004,-2.806,0.000,0.000,1,-0.311,3,69.736,0.000,0.000,66.926,4,0,11,0,11,0,17
"Triflusal",1,0,0,1,0,2,1,-1,248.158,0.000,433.785,89.054,137.215,91.417,116.099,708.034,1.000,4.500,0.0000000,0.0103738,0.8856469,21.770,5.872,12.098,7.815,1.999,-2.897,-3.151,-2.011,125.398,-0.438,288.492,-3.534,0.000,0.000,0,-0.511,3,60.910,116.099,0.000,84.496,4,0,6,0,6,0,17
"Alloclamide",0,1,0,0,0,9,0,1,310.823,0.000,658.334,390.142,41.262,155.480,71.450,1114.688,1.000,5.250,0.0000000,0.0079747,0.7897471,34.162,10.683,14.195,7.317,3.707,-3.966,-3.093,-6.402,1003.497,0.154,1352.913,-2.931,0.000,0.000,3,0.229,3,100.000,0.000,0.000,46.873,4,0,6,0,6,0,21
"Butamirate",0,1,0,0,0,11,1,1,307.432,0.000,635.113,417.180,34.507,183.425,0.000,1146.705,0.000,5.700,0.0000000,0.0000000,0.8342229,34.426,10.405,13.455,5.918,3.449,-2.258,-2.663,-5.815,1162.962,-0.031,644.315,-2.516,0.000,0.000,4,-0.045,3,100.000,0.000,0.000,43.674,4,0,6,0,6,0,22
"Carbetapentane",0,1,0,0,0,9,0,1,333.470,0.000,647.560,452.076,28.002,167.482,0.000,1208.525,0.000,5.700,0.0000000,0.0000000,0.8473357,38.032,10.826,14.971,6.236,3.879,-2.819,-3.308,-5.527,1340.462,0.160,751.237,-2.644,0.000,0.000,3,0.219,3,100.000,0.000,0.000,40.220,4,0,11,0,11,5,24
"Dioxethedrin",0,1,0,0,0,7,0,0,211.260,0.000,460.783,218.969,141.531,100.283,0.000,759.032,4.000,4.700,0.0000000,0.0204001,0.8733240,20.685,7.838,14.408,11.417,0.274,-0.562,-0.638,-4.786,112.373,-0.697,51.536,-5.165,0.000,0.000,4,-0.587,3,70.325,0.000,0.000,71.507,4,0,6,0,6,0,15
"Dropropizine",0,1,0,0,0,5,0,1,236.313,0.000,501.486,225.373,89.288,186.826,0.000,846.043,2.000,6.400,0.0000000,0.0180483,0.8626487,26.278,8.445,14.280,10.934,0.973,-1.337,-0.927,-5.372,351.629,-0.139,176.848,-4.089,0.000,0.000,3,-0.437,3,88.407,0.000,0.000,51.229,4,0,12,0,12,4,17
"Eprazinone",0,2,0,0,0,9,0,2,380.529,0.000,746.253,371.690,34.796,339.768,0.000,1360.365,0.000,7.700,0.0000000,0.0000000,0.7956386,45.754,13.558,18.537,9.662,3.523,-2.423,-2.282,-7.911,288.226,0.452,157.814,-4.225,0.000,0.000,6,0.125,3,100.000,0.000,0.000,39.853,4,0,18,0,18,4,28
"Oxeladin",0,1,0,0,0,12,0,1,335.486,0.000,662.245,477.520,27.521,157.205,0.000,1223.361,0.000,5.700,0.0000000,0.0000000,0.8353132,36.601,10.882,14.159,5.537,3.967,-2.609,-3.358,-5.673,1354.627,-0.024,759.821,-2.383,0.000,0.000,3,0.135,3,100.000,0.000,0.000,36.946,4,0,6,0,6,0,24
"Prenoxdiazine",0,1,0,0,0,7,0,1,361.486,0.000,713.646,311.299,57.843,344.504,0.000,1270.979,0.000,5.000,0.0000000,0.0000000,0.7951353,43.506,12.915,16.822,7.554,4.628,-4.764,-4.348,-7.216,698.669,-0.070,371.454,-2.763,0.000,0.000,6,0.673,3,100.000,0.000,0.000,45.099,4,0,23,0,23,5,27
"Acetylleucine",0,0,0,1,1,4,0,-1,173.211,0.000,404.120,275.288,128.832,0.000,0.000,664.699,1.250,3.750,0.0000000,0.0103747,0.9114619,17.879,5.743,9.860,7.516,0.889,-1.211,-1.101,0.217,108.959,-0.711,81.297,-3.510,0.000,0.000,1,-0.889,3,57.085,0.000,17.654,85.280,4,0,0,0,0,0,12
"Alpidem",0,0,0,0,1,6,0,1,404.338,0.000,702.576,288.618,36.541,238.870,138.547,1264.344,0.000,4.500,0.0000000,0.0000000,0.8048509,42.874,12.911,16.737,7.691,5.282,-6.243,-6.220,-4.454,3272.673,0.166,10000.000,-0.775,0.000,0.000,1,0.508,2,100.000,0.000,16.894,39.079,4,1,15,0,15,0,27
"Cloxazolam",0,1,0,0,0,0,0,2,349.216,0.000,526.757,106.452,69.432,244.486,106.387,939.035,1.000,4.250,0.0000000,0.0080682,0.8803923,33.761,10.233,15.629,8.810,3.094,-3.623,-4.408,-5.359,542.476,0.626,1081.223,-4.000,0.000,0.000,4,0.372,3,96.861,0.000,0.000,47.893,4,0,20,0,17,4,23
"Etizolam",0,0,0,0,0,1,0,0,342.845,0.000,582.515,255.500,75.197,183.272,68.546,1027.810,0.000,3.000,0.0000000,0.0000000,0.8455387,36.087,10.065,14.262,5.638,4.495,-5.821,-6.079,-4.905,1917.822,-0.030,2374.245,-2.164,0.000,0.000,3,0.757,2,91.566,0.000,0.000,50.006,4,0,19,0,16,1,23
